"","text","score","sentiment"
"1495","verifikasi fotoaplikasi fotoklik",0,"Positif"
"1447","tugasgantiproses dasar negara",0,"Positif"
"1498","verifikasi hasil cobarubah daya",0,"Positif"
"783","listrik semingu mati klinga becus urus lisrtrik",0,"Positif"
"4","aflikasi batu banget",1,"Positif"
"1766","menu chat lapor curi listrikgampang tanggap masyarakatcuri lapor aman",-3,"Negatif"
"2136","terimakasihmobileanda bantu kamiuntuk lapor kalo ganggu listrik tmpat",-1,"Negatif"
"26","alhamdulilah beban hidup download aplikasi terimakasihmobile",0,"Positif"
"161","aplikasi manfaat",1,"Positif"
"2815","eror",-1,"Negatif"
"1493","verifikasi data pemakaian fotosulittolong mudah",0,"Positif"
"2525","kalitagih muncul idpl blokir terussssssssss",-1,"Negatif"
"2326","februari rumah kali mati lampu sebelah doang bayar listrik bayarjambu lurah kenanga cipindoh tangerang mohon ayan rutin",-3,"Negatif"
"2037","camat sungai bahar kabupaten muaro jambi mati lampusolusi rugi orang",-3,"Negatif"
"1428","tranfaran masak khusus jawa kaltim main uang",0,"Positif"
"1453","ulasbusuk wkwkwkdari twitter suruhmobiletibanyaresponpengaduan selesai tugas lihat plis bumn pengin kali kunjung eric thohir kian",0,"Positif"
"2717","kecewa teknisi listrik harga suai mahal",-1,"Negatif"
"1924","listrik habis beli token gagal mulu masuksolusi selesai selesai mata",-2,"Negatif"
"11","aktif fitur linkaja kode verifikasi aplikasi tutup",1,"Positif"
"2127","verifikasi lambat",-1,"Negatif"
"742","langgan subsidi",1,"Positif"
"2818","lapor ganggu sespon area hubung kali",-2,"Negatif"
"2554","ecek tagih listrik maret",-1,"Negatif"
"674","kasih bintangapkini",0,"Positif"
"2752","informasi tunggak lihat lihat rumah kontrak sayatokennyangontraktokennya listrik mati",-4,"Negatif"
"1947","ayan lapor padam lansung tindak respon pantau rumah listrik padam",-3,"Negatif"
"351","bantu koneksitrim",1,"Positif"
"2250","ribetkontak mnentu apliksi eror susah",-2,"Negatif"
"919","mengunakan aplikasi bantu",1,"Positif"
"2701","mohon tanggap laporanapakah selesai belumjangan pakai sistem absasal senanglaporan tanggap selesai lapor aplikasikatanya lokasi ditemukanitu mustahil samping rumah tiang listrik ditemukanbeli listrik dayasayang",-3,"Negatif"
"339","bantu beli token ribu balasaktif sjdari rugi langgan mohonaktif saran download",0,"Positif"
"1382","token gratis bilang bannerpedulimenu info",1,"Positif"
"2203","aplikasi tugas error lapor kerja selesai nyala heiiipln nyala",-1,"Negatif"
"1812","lelet",-1,"Negatif"
"256","ayan langgan muas",0,"Positif"
"808","lumayan bantu amanlumayan safety",2,"Positif"
"2517","lihat tagih bayar pasca bayaraplikasi gagal",-1,"Negatif"
"305","bagus plnmobile tuju kali",0,"Positif"
"2393","mohon maafsaya lapor ayan kantordemang lebar daun palembangtapi trma kasih dlayanin satpam baiktpi kecewa ketemu karyawantunggu menunggusemoga ayanmasyarakat",-2,"Negatif"
"1004","mohon maafverifikasisusah fotomohon bantupakai beda",0,"Positif"
"959","mobile mudah bantu masarakat luas terima kasih",3,"Positif"
"1489","verifikasi akunbuat foto",0,"Positif"
"473","carane delok gratis piye",1,"Positif"
"851","mantab",1,"Positif"
"2385","kalo kirimlangsung kirim keluh",-1,"Negatif"
"2420","aplikasi mudah cari informasi kenaaplikasi bantu laku pembayaranpengaduan dllterimakasih",-1,"Negatif"
"1126","proses telfon call center tekan tekan puluh tekan bilangpulsa habismati listrik periksa",0,"Positif"
"2310","lapor keluh rusak kali sekal tugas kali lapor hitung menit status ubah nyala tugas daerah kabupaten banjar kalsel",-5,"Negatif"
"1079","pasang pilih provinsi jawa timur",2,"Positif"
"2113","penanganan lambat",-1,"Negatif"
"77","aplikasi bagus interfacenya simple keren sayang harga token bebas biaya adminbank mandiri kena biaya tolong kalobebasin biaya layan kalomobile",4,"Positif"
"602","hapuslanggan rekam aplikasi tampunglanggan gantilanggan pantau bayar terima kasih admin",2,"Positif"
"2292","transaksi pakai baca gagal mulu",-2,"Negatif"
"2507","mohon maaf lapor ganggu listrik padam pakai aplikasi status lapor selesai nyalapadahal sekal tugas",-2,"Negatif"
"1706","mantabklau sring mati listrikdan randublatungada stroomnetinternet biarantab",-1,"Negatif"
"2026","kenpa susah login ganggu minggu masuk aneh",-2,"Negatif"
"1298","terima kasihaplikasimobile keluhmasyarakat mudah",1,"Positif"
"2082","versipeduli covidmohon informasi",-1,"Negatif"
"1128","prosesdaya admisitrasinya cepat tinggal tunggu eksekusisinya mudah",2,"Positif"
"1914","kecewa lapor tanggapkait lapor",-3,"Negatif"
"18","alahamdulillah mudah berkatmobile",0,"Positif"
"1507","verify akunfotofotomasuk bingkai mohon bantu",1,"Positif"
"2513","coba komen orang bagus moga",-1,"Negatif"
"487","coba",0,"Positif"
"1575","mobile bantu lapor keluh ganggu putar listrik jayaterang neger",-2,"Negatif"
"1586","lampu desa marom camatkabupaten toba sumatera utara penuh arti cahaya lampu arus mohon hatimasyarakat siksapadam masyarakat batas sabar mohon hati serius",-1,"Negatif"
"2389","matab ayan kali meter token komplain menufast respon langsung telepon tugas terimakasih",-1,"Negatif"
"1441","tudak bagusbayar masukaplikasi masukmeternamasama daya",0,"Positif"
"1454","update akun fotofungsi tolong aplikasi bagus responsekal bravoambil fotookayy aplikasi fungsi good",1,"Positif"
"1936","ganggu tunggucepat",-1,"Negatif"
"724","komplain langsung proses terimakasih moga tugas sehatafiat maaf sekedar minum",0,"Positif"
"1592","mobile bantu mudah langgan ecek bayar tagih listrik lapor ganggu",-1,"Negatif"
"1549","errorsaat lapor keluhangangguan",-1,"Negatif"
"142","aplikasi errrroooooorrrrrrmasa lokasi jawa timur jawa pakai habis uninstal",2,"Positif"
"1480","usulaplikasi sedia inbox kalo beli token masuk gmail aplikasi",0,"Positif"
"1533","aplikasinotifikasi beli token berhasilkadang beli token gagalpadahal beli apajdi khawatirtagih bengkak",-1,"Negatif"
"586","good jobsberik masyarakat terang neger",1,"Positif"
"813","lumayan update informasi perihal listrik padamnyala",0,"Positif"
"1471","upgrade bagus tolong kembang metode bayarbankdompet digital",0,"Positif"
"1169","responnya cepat ayan ramah sigap moga berik ayan",2,"Positif"
"2133","bingung sekal aplikasi daftar alas nomor email jujur bingung konfirmasi kait data pribadi",-2,"Negatif"
"935","metode bayar coba kredit card khusus mandirikasih kalofull bintang",2,"Positif"
"897","masarakt mohon awas pekerjakarna oknum kerja nakalbahkan mengalamaisaya pasangdoang uang kerja",0,"Positif"
"72","aplikasi bagus cuman respon erormohon bantuanya belitoken mesinmandiri trasaksi hasil saldo potong cuman setruktoken kertas habisapa bantu kirim ulangtokenyatrimakasih",1,"Positif"
"609","hatur nuhun",0,"Positif"
"2473","mudah lapor ganggu info padam",-2,"Negatif"
"2377","kali gagaljangka lumayan selang update aplikasi update aplikasi akun deteksiulang paswsalah mesti ganti pasw",-1,"Negatif"
"1768","samar",-1,"Negatif"
"1136","pulsa listrik bingung tokenmrmasukkan",0,"Positif"
"623","info aplikasi nyata beda",0,"Positif"
"2138","simpel kemarin riwayat pemakaian hilang kemarin grafik pemakaian suka",-1,"Negatif"
"261","ayan maksimal bagus",0,"Positif"
"297","bagus lumayan responsip lokasi alamat bintang laku bayar aplikasi jual beli online aplikasi sedia link sajasemoga lengkap",2,"Positif"
"516","dirutterima kasih prestasi madam listrik kali minggu bulannyasemoga rugi berkah zulkifli zaini paiton kabprobolinggo langgan padam mggu",0,"Positif"
"1088","peduli covit ambil",0,"Positif"
"1160","respon lihat tiitik koordinat muncul telfon pakai aplikasi",0,"Positif"
"2674","ayan buruk",-1,"Negatif"
"2322","salah catat angka meter angka menu hapusphoto input ulang mohon info",-1,"Negatif"
"2304","lapor keluhselesai ghoib",-1,"Negatif"
"1832","verifikasi foto selfi error upgrad akun",-1,"Negatif"
"163","aplikasi manfaat pasang domisili jawa timur munculjakarta kalo lengkap rilis aplikasi bijakonline",1,"Positif"
"1855","tolong berik daftar nama toko elektronik tokopedia kerjasedia promo daya terimakasih",-1,"Negatif"
"543","errornya listrik sekal tanggap tunggu tanggap",1,"Positif"
"1696","ulas kinerja buruktindak lapor ganggu listrik rumah kalijam lapor ganggutugas lokasi tinggal kota besarjakarta pelosok daerah",-4,"Negatif"
"335","bantu banget",2,"Positif"
"1520","saran sedangsudah kerja lapor keluh langgan alangkah lampir foto tugas lokasi pelaporkarena tarikkadang histori lapor selesai nyala tugas lokasi",-2,"Negatif"
"628","informasi berik suai fakta lapang mohon komitmen informasi berik bohong publik berik",0,"Positif"
"595","habs downloadcepat tertangani nyata tunggukasih bintang",1,"Positif"
"1829","praktis cepatmeter listrik lengkap histori rekening listrik",-1,"Negatif"
"2424","mohon maaf lapor ganggu listrik padam pakai aplikasi status lapor selesai nyalapadahal sekal tugas",-2,"Negatif"
"1756","aplikasi bohong",-1,"Negatif"
"821","maaf listrik gratis",2,"Positif"
"1524","usul mudahtoken prabayar cari token beli diinput meter listrik otomatis masuk praktiss salam",-1,"Negatif"
"2253","diupdate muncul idpel daftar masukselesa tugas close state selesai",-1,"Negatif"
"1337","terimakasih plnsemoga hadir aplikasimobile citramata masyarakatpantau peduli tanggap cepat layan keluh lapor ganggu manfaat maju teknologi jaya maju",0,"Positif"
"1248","sukses berik ayan masyakarat",1,"Positif"
"1288","terima kasih plndengan aplikasimobile mudah majusemangat",1,"Positif"
"2334","jelek aplikasifoto selfie foto bagusrekamgelap situs plnnya plncoid daftar kode verifikasi mulu direfresh kali kalidigital aplikasi downgrade",-3,"Negatif"
"1324","terimakasih apps innovatif teamlapang merespon penuh semangat bertanggungjawab",0,"Positif"
"1728","puas aplikasi ribet",-1,"Negatif"
"2768","informasi tunggak lihat lihat rumah kontrak sayatokennyangontraktokennya listrik mati",-4,"Negatif"
"465","butuh data langsung usahamelegkapi syarat hadap usaha butuh data domisili gmail aplikasi screenshotsaya butuh bantuanyamerespon maksud terimakasih",1,"Positif"
"1823","daftar email daftar parah",-3,"Negatif"
"1932","mati lampu sedikt hujan langsung mati lampu hujan malam siang hidup mati lampu alas",-2,"Negatif"
"2249","aplikasi bagusdaerah nyata notif otomatis moga stroomnet mengcover daerah daftar langsung aplikasi usul poin transaksiaplikasimobile tukar token voucher undi",-1,"Negatif"
"2222","aplikasi bantu tagih madam listrik progress jaring rusak benah payment sistem saldo ecommerce problem urus terimakasih",-1,"Negatif"
"1602","tolong tingkatnyakadangbutuhdikirimbuat lapor",-1,"Negatif"
"1590","masuk walupun daftar uninstall",-1,"Negatif"
"1452","ubah daya input npwp",0,"Positif"
"560","fitur telpondata langgan mudah memypaikan keluh",0,"Positif"
"589","good sihbru cobakeluh listrik lumayan gercepsmoga kayak",1,"Positif"
"2126","riwayat transaksi beli token akses butuh catat buku",-1,"Negatif"
"244","ayan cepat",1,"Positif"
"2766","urusmeter hilang lupalangganpindah rumah tinggal",-2,"Negatif"
"1190","saran apkah ditmbah menu lihattaruf daya simulasipasang terimakasih",0,"Positif"
"321","bagussangat bantu sekal",1,"Positif"
"2578","aplikasi kasih menu lihat sisa token biar repot lihat kwhnya langsung dengar alarm pantau aplikasi sisa tokennya",-2,"Negatif"
"1425","tolongmasaklakumuncul terang eror stabil kalo kayak",1,"Positif"
"144","aplikasi hubung aplikasi biaya data internetuntuk aplikasi fungsi tersebuttolong admin berik akses hubung aplikasi hemat pulsa",2,"Positif"
"1704","tanggap lampu rumah mati tokenpulsa gara gara meteranya tulis periksa teus asli kecewa banget",-3,"Negatif"
"2498","token pulsa listrik gagalcoba tulis gagal beli kali konter gagal mohon bantu",-1,"Negatif"
"2198","mohon maaf lapor ganggu listrik padam pakai aplikasi status lapor selesai nyalapadahal sekal tugas",-2,"Negatif"
"1461","updatetagih hadehhhh",0,"Positif"
"2241","susah registrasimeteran susahdesak listrikklo maximal onlinesediakan lapor offline biar memilihini darurat coba",-3,"Negatif"
"1958","kali prosedur atur sedia aplikasi milik bumn",-1,"Negatif"
"259","ayan listrik mudah aplikasimobile",0,"Positif"
"1306","terima kasihikhtiar mencreate layan publik capai kinerja ikhtiar kinerja arah sosialisasi layan",2,"Positif"
"1267","tanggapcepat",0,"Positif"
"2618","ganggu listrik aplikasi kirim puluh kali gagal",-2,"Negatif"
"1268","tanggapmobile",0,"Positif"
"2939","mohon maafsaya lapor ayan kantordemang lebar daun palembangtapi trma kasih dlayanin satpam baiktpi kecewa ketemu karyawantunggu menunggusemoga ayanmasyarakat",-2,"Negatif"
"403","bayar tagih listrik pascabayar metode bayar linkaja tolong seringkali error terimakasih",0,"Positif"
"1009","mohon penjelasanyasebetulnya aplikasi inijika keluhlanggan sepele",0,"Positif"
"616","history riwayat pmbelian token muncul login masuk susah banget gmpang diupdate",0,"Positif"
"65","aplikasi bagus",0,"Positif"
"1916","lapor aplikasi padam listrikhasil aplikasi tulis nyala selesai nyata nyala listriknyaayolah benarjika nyalatulis nyalaxlapor inidan kenyataannyathx",-2,"Negatif"
"1992","versipeduli covidmohon informasi",-1,"Negatif"
"1734","henti",-1,"Negatif"
"1686","aplikasiokcmn tindakkurangmohon tindak laanjuti keluh langgan",-2,"Negatif"
"1403","tolong admin pegang update statussuruh aktif update status kalocontoh listrik padamproses penanganannya terima kasih",2,"Positif"
"1746","versipeduli covidmohon informasi",-1,"Negatif"
"378","bantu suka",1,"Positif"
"1174","respontunggu tinjau langsung lokasi chek",0,"Positif"
"2357","upgrade ribet rumit aplikasi",-1,"Negatif"
"2201","aplikasi bagus asih info riwayat beli token ecek tagih listrik moga update info lengkap",-2,"Negatif"
"241","ayan baikcepat tanggap tugas lapang terima lapormasyarakatsemogaterang neger pelosok neger",2,"Positif"
"1979","thanksquick respon ulas menit ganti bintang saran apps perihal binding akun ewallet bentuk tutorial instal",-1,"Negatif"
"314","bagus wkwkwk",0,"Positif"
"2890","parah pungut biaya tugasrumah biaya masuk akal mendingplaystore",-1,"Negatif"
"92","aplikasi bagus sayangbilang ganguang sistemkosong coba pakaiorangmaslahnya",0,"Positif"
"1347","terimakasihbantu layan masyarakat",0,"Positif"
"2835","listrik mati terusharixstatus laporregu penugasantapi tunggu datangpara tenishormat nyalatrus ditinggaldicari masalahnyabiar mati",-1,"Negatif"
"696","kemarin alirrumah nyala listrik tetangga nyala",0,"Positif"
"2302","aplikasilumayan kinerja teknisibohong mbuat lapor aplikasi listrik nyala tulis nyala bohong tumbuh bibit koruptor",-2,"Negatif"
"1664","sesal habis update ribetriwayat tagih simpleupdate password gagal work update passwordpakai password mesti masuk email inputsupport pakai nama tulis login pakai emailgoogle form inputlogin email designvangkee",-4,"Negatif"
"1667","tolong tertib tugas nakal mengantimeteran listrikgartis pumutan biaya takut orang awambandar lampung kalo bayar katak bayar kalo suaipusat bayak rumah umpama ribu bayanganti metergantipandemi kayak cari ring beban trimaksi",-2,"Negatif"
"2143","mohon maaf layanribet kantorcabang sumenep lapor ganggu listrik rumah satpam bilang lapor layan aplikasimobile pulang hasil coba downloadmobile lapor aplikasi nyata sedia daerah coba nelpon layantanggap pulsa habis trnyta reformasi",-2,"Negatif"
"411","beli pulsa listrik saldo potong nomor tokenaplikasimobile",2,"Positif"
"1603","buruk sekal ayan live chatnya respon kali respon etik chat lebar sekal balaslive chatnya",-1,"Negatif"
"272","ayanbagus sekallistrik padam langsung proses telepon mantab",1,"Positif"
"422","beli tokenaplikasi cepat biaya admin murah banding ppobbanking mobile daya program promocepat mudah suksesaplikasi",2,"Positif"
"2568","informasi",-1,"Negatif"
"353","bantu langgan keluh",0,"Positif"
"154","aplikasi lengkap pasang pilih provinsi malu",0,"Positif"
"528","download bintang mogaakses informasi bintangmuncullangsung muncul selesai download cariterinstal play store",0,"Positif"
"2585","senangmobile rusak ganggu tugas langsung cepat tanggap tingkatbiar lengkap fiturnya terima kasih",-1,"Negatif"
"2810","lapor aplikasi kecewa dalamn lapor kali respon tugas aneh nyala progres lapor trtulis nyala selesai manual admin nyata bohong progres selesai suruh pilih rating berik rating bintang plus deskripsi ulas kecewa kirim",-4,"Negatif"
"1030","mudah gampang mendownload aplikasi mudah ecek pemakaian listrikkalo listrik rumah mogaberik listrik",0,"Positif"
"1584","tolong berik daftar nama toko elektronik tokopedia kerjasedia promo daya terimakasih",-1,"Negatif"
"2338","ayan tolong ditingkatkantarip dasar listriksubsidi turun",-2,"Negatif"
"1833","lapormobile tugas nakal lapor kerja selesai tugas cobamobile laku telfon langsung langgan verifikasijaring listrik",-1,"Negatif"
"2849","kalo kirimlangsung kirim keluh",-1,"Negatif"
"1925","susah bangetplnlewat media susah masuk",-2,"Negatif"
"1443","tugas fast responlapor apriltugas tugas konfirmasitelepontugas langsung ditangani lokasi kembang utara jakarta barat",0,"Positif"
"2727","suruh ganti nomer aplikasimobile arti nomer nomer langgan suruh paksa aplikasinomer linkmobilesemangat langgan kecewa aplikasi bantu masyarakat indonesia maju",-2,"Negatif"
